,residue,split,target
11260,7y7p.D.7,test,"{'name': 'ZAN', 'id': ['H_ZAN', 1504, ' ']}"
11261,7y7p.J.7,test,"{'name': 'ZAN', 'id': ['H_ZAN', 1506, ' ']}"
11262,7y7p.J.5,test,
11263,7y7p.E.1,test,"{'name': 'ZAN', 'id': ['H_ZAN', 1506, ' ']}"
11264,7y7p.E.2,test,"{'name': 'ZAN', 'id': ['H_ZAN', 1506, ' ']}"
11265,7y7p.E.-2,test,
11266,7y7p.J.3,test,
11267,7y7p.E.8,test,
11268,7y7p.J.6,test,
11269,7y7p.E.0,test,
11270,7y7p.E.5,test,
11271,7y7p.E.6,test,
11272,7y7p.E.3,test,
11273,7y7p.E.4,test,
11274,7y7p.E.7,test,
11275,7y7p.E.-1,test,
11276,7y7p.J.2,test,
11277,7y7p.J.4,test,
11278,7y7q.C.6,test,
11279,7y7q.C.5,test,
11280,7y7q.C.7,test,"{'name': 'GTP', 'id': ['H_GTP', 2005, ' ']}"
11281,7y7q.C.8,test,"{'name': 'GTP', 'id': ['H_GTP', 2005, ' ']}"
11282,7y7q.C.9,test,
11283,7y7q.C.10,test,
11284,7y7q.C.11,test,
11285,7y7q.C.12,test,
11286,7y7q.C.13,test,
11287,7y7q.C.14,test,
11288,7y7q.D.2,test,
11289,7y7q.D.1,test,
11290,7y7q.D.3,test,
11291,7y7q.D.4,test,
11292,7y7q.D.5,test,
11293,7y7q.D.6,test,
11294,7y7q.D.7,test,"{'name': 'GTP', 'id': ['H_GTP', 2005, ' ']}"
11295,7yed.M.-18,train,
11296,7yed.M.-19,train,
11297,7yed.M.-17,train,
11298,7yed.M.-16,train,
11299,7yed.M.-15,train,
11300,7yed.M.-14,train,
11301,7yed.M.-13,train,
11302,7yed.M.-12,train,
11303,7yed.M.-11,train,
11304,7yed.M.-10,train,
11305,7yed.M.-9,train,
11306,7yed.M.-8,train,
11307,7yed.M.-7,train,
11308,7yed.M.-6,train,
11309,7yed.M.-5,train,
11310,7yed.M.-4,train,
11311,7yed.M.-3,train,
11312,7yed.M.-2,train,
11313,7yed.M.-1,train,
11314,7yed.M.0,train,
11315,7yed.M.1,train,"{'name': 'UTP', 'id': ['H_UTP', 1301, ' ']}"
11316,7yed.N.-19,train,
11317,7yed.N.-20,train,
11318,7yed.N.-18,train,
11319,7yed.N.-17,train,
11320,7yed.N.-16,train,
11321,7yed.N.-15,train,
11322,7yed.N.-14,train,
11323,7yed.N.-13,train,
11324,7yed.N.-12,train,
11325,7yed.N.-11,train,
11326,7yed.N.-10,train,
11327,7yed.N.-9,train,
11328,7yed.N.-8,train,
11329,7yed.N.-7,train,
11330,7yed.N.5,train,
11331,7yed.N.4,train,
11332,7yed.N.6,train,
11333,7yed.N.7,train,
11334,7yed.N.8,train,
11335,7yed.N.9,train,
11336,7yed.N.10,train,
11337,7yed.N.11,train,
11338,7yed.N.12,train,
11339,7yed.N.13,train,
11340,7yed.N.14,train,
11341,7yed.N.15,train,
11342,7yed.T.-14,train,
11343,7yed.T.-15,train,
11344,7yed.T.-13,train,
11345,7yed.T.-12,train,
11346,7yed.T.-11,train,
11347,7yed.T.-10,train,
11348,7yed.T.-9,train,
11349,7yed.T.-8,train,
11350,7yed.T.-7,train,
11351,7yed.T.-6,train,
11352,7yed.T.-5,train,
11353,7yed.T.-4,train,
11354,7yed.T.-3,train,
11355,7yed.T.-2,train,"{'name': 'UTP', 'id': ['H_UTP', 1301, ' ']}"
11356,7yed.T.-1,train,"{'name': 'UTP', 'id': ['H_UTP', 1301, ' ']}"
11357,7yed.T.0,train,"{'name': 'UTP', 'id': ['H_UTP', 1301, ' ']}"
11358,7yed.T.1,train,
11359,7yed.T.2,train,
11360,7yed.T.3,train,
11361,7yed.T.4,train,
11362,7yed.T.5,train,
11363,7yed.T.6,train,
11364,7yed.T.7,train,
11365,7yed.T.8,train,
11366,7yed.T.9,train,
11367,7yed.T.10,train,
11368,7yed.T.11,train,
11369,7yed.T.12,train,
11370,7yed.T.13,train,
11371,7yed.T.14,train,
11372,7yed.T.15,train,
11373,7yed.T.16,train,
11374,7yed.T.17,train,
11375,7yed.T.18,train,
11376,7yed.T.19,train,
11377,7yed.T.20,train,
11378,8a22.B4.88,train,
11379,8a22.B4.153,train,
11380,8a22.B4.176,train,
11381,8a22.B4.49,train,
11382,8a22.B3.352,train,
11383,8a22.B4.74,train,
11384,8a22.B3.390,train,
11385,8a22.B3.372,train,
11386,8a22.B4.82,train,
11387,8a22.B4.28,train,
11388,8a22.B4.113,train,
11389,8a22.B4.59,train,
11390,8a22.B4.36,train,
11391,8a22.B4.47,train,
11392,8a22.B4.146,train,
11393,8a22.B4.78,train,
11394,8a22.B4.24,train,
11395,8a22.B4.115,train,
11396,8a22.B4.181,train,
11397,8a22.B4.39,train,
11398,8a22.B3.380,train,
11399,8a22.B4.63,train,
11400,8a22.B4.104,train,
11401,8a22.B4.68,train,
11402,8a22.B4.185,train,
11403,8a22.B4.163,train,
11404,8a22.B4.92,train,
11405,8a22.B4.122,train,
11406,8a22.B3.375,train,
11407,8a22.B3.345,train,
11408,8a22.B4.157,train,
11409,8a22.B4.136,train,
11410,8a22.B4.120,train,
11411,8a22.B4.37,train,
11412,8a22.B3.350,train,
11413,8a22.B3.360,train,
11414,8a22.B3.341,train,
11415,8a22.B4.151,train,
11416,8a22.B4.109,train,
11417,8a22.B3.377,train,
11418,8a22.B4.33,train,
11419,8a22.B4.57,train,
11420,8a22.B4.44,train,
11421,8a22.B4.77,train,
11422,8a22.B4.72,train,
11423,8a22.B4.123,train,
11424,8a22.B4.147,train,
11425,8a22.B4.95,train,
11426,8a22.B4.11,train,
11427,8a22.B4.130,train,
11428,8a22.B4.76,train,
11429,8a22.B4.174,train,
11430,8a22.B4.106,train,
11431,8a22.B4.162,train,
11432,8a22.B4.118,train,
11433,8a22.B4.102,train,
11434,8a22.B4.12,train,
11435,8a22.B4.125,train,
11436,8a22.B4.10,train,
11437,8a22.B4.48,train,
11438,8a22.B4.177,train,
11439,8a22.B3.361,train,
11440,8a22.B3.362,train,
11441,8a22.B3.373,train,
11442,8a22.B4.184,train,
11443,8a22.B3.385,train,
11444,8a22.B4.98,train,
11445,8a22.B4.23,train,
11446,8a22.B4.164,train,
11447,8a22.B4.116,train,
11448,8a22.B4.180,train,
11449,8a22.B3.370,train,
11450,8a22.B4.150,train,
11451,8a22.B4.89,train,
11452,8a22.B4.54,train,
11453,8a22.B3.343,train,
11454,8a22.B4.108,train,
11455,8a22.B4.126,train,
11456,8a22.B4.21,train,
11457,8a22.B4.50,train,
11458,8a22.B4.80,train,
11459,8a22.B4.60,train,
11460,8a22.B4.91,train,
11461,8a22.B4.172,train,
11462,8a22.B4.170,train,
11463,8a22.B4.156,train,
11464,8a22.B4.133,train,
11465,8a22.B4.18,train,
11466,8a22.B4.99,train,
11467,8a22.B4.97,train,
11468,8a22.B4.34,train,
11469,8a22.B4.101,train,
11470,8a22.B3.388,train,
11471,8a22.B4.46,train,
11472,8a22.B4.183,train,
11473,8a22.B4.175,train,
11474,8a22.B4.79,train,
11475,8a22.B4.149,train,
11476,8a22.B3.366,train,
11477,8a22.B4.6,train,
11478,8a22.B4.35,train,
11479,8a22.B4.144,train,
11480,8a22.B4.87,train,
11481,8a22.B3.353,train,
11482,8a22.B3.365,train,
11483,8a22.B3.364,train,
11484,8a22.B4.40,train,
11485,8a22.B3.356,train,
11486,8a22.B4.159,train,
11487,8a22.B4.71,train,
11488,8a22.B4.148,train,
11489,8a22.B4.124,train,
11490,8a22.B4.43,train,
11491,8a22.B4.137,train,
11492,8a22.B4.70,train,
11493,8a22.B4.131,train,
11494,8a22.B4.105,train,
11495,8a22.B3.387,train,
11496,8a22.B4.58,train,
11497,8a22.B4.100,train,
11498,8a22.B4.31,train,
11499,8a22.B4.171,train,
11500,8a22.B4.4,train,
11501,8a22.B3.351,train,
11502,8a22.B4.165,train,
11503,8a22.B3.369,train,
11504,8a22.B4.145,train,
11505,8a22.B4.141,train,
11506,8a22.B4.139,train,
11507,8a22.B4.83,train,
11508,8a22.B4.62,train,
11509,8a22.B4.143,train,
11510,8a22.B4.29,train,
11511,8a22.B4.8,train,
11512,8a22.B4.61,train,
11513,8a22.B4.69,train,
11514,8a22.B4.103,train,"{'name': 'ATP', 'id': ['H_ATP', 502, ' ']}"
11515,8a22.B3.378,train,
11516,8a22.B4.84,train,
11517,8a22.B4.96,train,
11518,8a22.B4.30,train,
11519,8a22.B4.81,train,
11520,8a22.B4.169,train,
11521,8a22.B4.160,train,
11522,8a22.B4.7,train,
11523,8a22.B4.73,train,
11524,8a22.B3.383,train,
11525,8a22.B3.391,train,
11526,8a22.B3.386,train,
11527,8a22.B4.3,train,
11528,8a22.B4.110,train,
11529,8a22.B4.55,train,
11530,8a22.B3.342,train,
11531,8a22.B4.9,train,
11532,8a22.B4.127,train,
11533,8a22.B3.389,train,
11534,8a22.B3.384,train,
11535,8a22.B3.347,train,
11536,8a22.B3.357,train,
11537,8a22.B3.346,train,
11538,8a22.B3.368,train,
11539,8a22.B4.19,train,
11540,8a22.B4.52,train,
11541,8a22.B4.182,train,
11542,8a22.B3.376,train,
11543,8a22.B4.128,train,
11544,8a22.B4.67,train,
11545,8a22.B3.382,train,
11546,8a22.B4.140,train,
11547,8a22.B4.38,train,
11548,8a22.B4.90,train,
11549,8a22.B4.129,train,
11550,8a22.B4.112,train,
11551,8a22.B4.2,train,
11552,8a22.B4.119,train,
11553,8a22.B4.152,train,
11554,8a22.B4.94,train,
11555,8a22.B4.158,train,
11556,8a22.B4.111,train,
11557,8a22.B4.114,train,
11558,8a22.B4.138,train,
11559,8a22.B4.179,train,
11560,8a22.B3.367,train,
11561,8a22.B4.65,train,
11562,8a22.B4.15,train,
11563,8a22.B4.13,train,
11564,8a22.B4.161,train,
11565,8a22.B3.379,train,
11566,8a22.B4.107,train,
11567,8a22.B4.20,train,
11568,8a22.B4.75,train,
11569,8a22.B4.85,train,
11570,8a22.B4.134,train,
11571,8a22.B4.41,train,
11572,8a22.B4.142,train,
11573,8a22.B4.135,train,
11574,8a22.B4.16,train,
11575,8a22.B4.173,train,
11576,8a22.B3.363,train,
11577,8a22.B4.66,train,
11578,8a22.B4.22,train,
11579,8a22.B4.117,train,
11580,8a22.B4.93,train,
11581,8a22.B4.86,train,
11582,8a22.B4.53,train,
11583,8a22.B3.344,train,
11584,8a22.B4.45,train,
11585,8a22.B4.178,train,
11586,8a22.B4.64,train,
11587,8a22.B4.155,train,
11588,8a22.B3.381,train,
11589,8a22.B3.358,train,
11590,8a22.B4.121,train,
11591,8a22.B4.154,train,
11592,8a22.B4.42,train,
11593,8a22.B4.14,train,
11594,8a22.B4.26,train,
11595,8a22.B4.56,train,
11596,8a22.B3.349,train,
11597,8a22.B4.132,train,
11598,8a22.B3.354,train,
11599,8a22.B4.27,train,
11600,8a22.B3.348,train,
11601,8a22.B4.17,train,
11602,8a22.B4.51,train,
11603,8a22.B4.25,train,
11604,8a22.B3.371,train,
11605,8a22.B4.5,train,
11606,8a22.B3.355,train,
11607,8a22.B3.374,train,
11608,8a22.B3.359,train,
11609,8a22.B4.32,train,
11610,8as7.P.2,test,
11611,8as7.P.1,test,
11612,8as7.P.3,test,
11613,8as7.P.4,test,
11614,8as7.P.5,test,
11615,8as7.P.6,test,
11616,8as7.P.7,test,
11617,8as7.P.8,test,
11618,8as7.P.9,test,
11619,8as7.P.10,test,
11620,8as7.P.11,test,
11621,8as7.P.12,test,
11622,8as7.P.13,test,
11623,8as7.P.14,test,
11624,8as7.P.15,test,
11625,8as7.P.16,test,
11626,8as7.P.17,test,
11627,8as7.T.11,test,
11628,8as7.T.10,test,
11629,8as7.T.12,test,
11630,8as7.T.13,test,
11631,8as7.T.14,test,
11632,8as7.T.15,test,
11633,8as7.T.16,test,
11634,8as7.T.17,test,
11635,8as7.T.18,test,
11636,8as7.T.19,test,
11637,8as7.T.20,test,
11638,8as7.T.21,test,
11639,8as7.T.22,test,
11640,8as7.T.23,test,"{'name': '2KH', 'id': ['H_2KH', 2104, ' ']}"
11641,8as7.T.24,test,"{'name': '2KH', 'id': ['H_2KH', 2104, ' ']}"
11642,8as7.T.25,test,
11643,8as7.T.26,test,
11644,8as7.G.2,test,
11645,8as7.G.1,test,
11646,8as7.G.3,test,"{'name': '2KH', 'id': ['H_2KH', 2104, ' ']}"
11647,8asd.G.11,train,
11648,8asd.G.8,train,
11649,8asd.G.6,train,
11650,8asd.T.12,train,
11651,8asd.G.12,train,
11652,8asd.T.5,train,
11653,8asd.T.8,train,
11654,8asd.G.7,train,
11655,8asd.G.10,train,
11656,8asd.T.11,train,
11657,8asd.T.10,train,
11658,8asd.T.9,train,
11659,8asd.T.15,train,
11660,8asd.G.5,train,
11661,8asd.T.4,train,
11662,8asd.G.9,train,
11663,8asd.G.13,train,"{'name': '2KH', 'id': ['H_2KH', 2104, ' ']}"
11664,8asd.T.13,train,
11665,8asd.T.14,train,
11666,8asd.T.6,train,"{'name': '2KH', 'id': ['H_2KH', 2104, ' ']}"
11667,8asd.T.7,train,"{'name': '2KH', 'id': ['H_2KH', 2104, ' ']}"
11668,8asw.X.2,train,
11669,8asw.X.1,train,
11670,8asw.X.3,train,
11671,8asw.X.4,train,
11672,8asw.X.5,train,
11673,8asw.X.6,train,
11674,8asw.X.7,train,
11675,8asw.X.8,train,
11676,8asw.X.9,train,
11677,8asw.X.10,train,
11678,8asw.X.11,train,
11679,8asw.X.12,train,
11680,8asw.X.13,train,
11681,8asw.X.14,train,
11682,8asw.X.15,train,
11683,8asw.X.16,train,
11684,8asw.X.17,train,
11685,8asw.X.18,train,
11686,8asw.X.19,train,
11687,8asw.X.20,train,
11688,8asw.X.21,train,
11689,8asw.X.22,train,
11690,8asw.X.23,train,
11691,8asw.X.24,train,
11692,8asw.X.25,train,
11693,8asw.X.26,train,
11694,8asw.X.27,train,
11695,8asw.X.28,train,
11696,8asw.X.29,train,
11697,8asw.X.30,train,
11698,8asw.X.31,train,
11699,8asw.X.32,train,
11700,8asw.X.33,train,
11701,8asw.X.34,train,"{'name': '5AD', 'id': ['H_5AD', 602, ' ']}"
11702,8asw.X.35,train,
11703,8asw.X.36,train,
11704,8asw.X.37,train,
11705,8asw.X.38,train,
11706,8asw.X.39,train,
11707,8asw.X.40,train,
11708,8asw.X.41,train,
11709,8asw.X.42,train,
11710,8asw.X.43,train,
11711,8asw.X.44,train,
11712,8asw.X.45,train,
11713,8asw.X.46,train,
11714,8asw.X.47,train,
11715,8asw.X.48,train,
11716,8asw.X.49,train,
11717,8asw.X.50,train,
11718,8asw.X.51,train,
11719,8asw.X.52,train,
11720,8asw.X.53,train,
11721,8asw.X.54,train,
11722,8asw.X.55,train,
11723,8asw.X.56,train,
11724,8asw.X.57,train,
11725,8asw.X.58,train,
11726,8asw.X.59,train,
11727,8asw.X.60,train,
11728,8asw.X.61,train,
11729,8asw.X.62,train,
11730,8asw.X.63,train,
11731,8asw.X.64,train,
11732,8asw.X.65,train,
11733,8asw.X.66,train,
11734,8asw.X.67,train,
11735,8asw.X.68,train,
11736,8asw.X.69,train,
11737,8asw.X.70,train,
11738,8asw.X.71,train,
11739,8asw.X.72,train,
11740,8asw.X.73,train,
11741,8bdr.R.9,train,
11742,8bdr.R.8,train,
11743,8bdr.R.10,train,
11744,8bdr.R.11,train,
11745,8bdr.R.12,train,
11746,8bdr.R.13,train,
11747,8bdr.R.14,train,
11748,8bdr.R.15,train,
11749,8bdr.R.16,train,
11750,8bdr.R.17,train,
11751,8bdr.R.18,train,
11752,8bdr.R.19,train,
11753,8bdr.M.3,train,
11754,8bdr.M.2,train,"{'name': 'GTA', 'id': ['H_GTA', 101, ' ']}"
11755,8bdr.M.4,train,
11756,8bdr.M.5,train,
11757,8bdr.M.6,train,
11758,8bdr.M.7,train,
11759,8bdr.M.8,train,
11760,8bdr.M.9,train,
11761,8bdr.M.10,train,
11762,8bdr.M.11,train,
11763,8bdr.M.12,train,
11764,8bdr.M.13,train,
11765,8bdr.M.14,train,
11766,8bdr.M.15,train,
11767,8bdr.M.16,train,
11768,8bdr.M.17,train,
11769,8bdr.M.18,train,
11770,8bdr.M.19,train,
11771,8bdr.M.20,train,
11772,8bf5.R.9,train,
11773,8bf5.R.8,train,
11774,8bf5.R.10,train,"{'name': 'G2P', 'id': ['H_G2P', 801, ' ']}"
11775,8bf5.R.11,train,"{'name': 'G2P', 'id': ['H_G2P', 801, ' ']}"
11776,8bf5.R.12,train,
11777,8bf5.R.13,train,
11778,8bf5.R.14,train,
11779,8bf5.R.15,train,
11780,8bf5.R.16,train,
11781,8bf5.R.17,train,
11782,8bf5.R.18,train,
11783,8bf5.R.19,train,
11784,8bf5.M.13,train,
11785,8bf5.M.12,train,
11786,8bf5.M.14,train,
11787,8bf5.M.15,train,
11788,8bf5.M.16,train,
11789,8bf5.M.17,train,
11790,8bf5.M.18,train,
11791,8bf5.M.19,train,
11792,8bf5.M.20,train,"{'name': 'G2P', 'id': ['H_G2P', 801, ' ']}"
11793,8cbm.T.2,val,
11794,8cbm.T.1,val,
11795,8cbm.T.3,val,
11796,8cbm.T.4,val,
11797,8cbm.T.5,val,
11798,8cbm.T.6,val,
11799,8cbm.T.7,val,
11800,8cbm.T.8,val,
11801,8cbm.T.9,val,
11802,8cbm.T.10,val,
11803,8cbm.T.11,val,
11804,8cbm.T.12,val,
11805,8cbm.T.13,val,
11806,8cbm.T.14,val,
11807,8cbm.T.19,val,
11808,8cbm.T.18,val,
11809,8cbm.T.20,val,
11810,8cbm.T.21,val,
11811,8cbm.T.22,val,
11812,8cbm.T.23,val,
11813,8cbm.T.24,val,
11814,8cbm.T.25,val,
11815,8cbm.T.26,val,
11816,8cbm.T.27,val,
11817,8cbm.T.28,val,
11818,8cbm.T.29,val,
11819,8cbm.T.30,val,
11820,8cbm.T.31,val,
11821,8cbm.T.32,val,
11822,8cbm.T.33,val,
11823,8cbm.T.34,val,
11824,8cbm.T.35,val,
11825,8cbm.T.36,val,
11826,8cbm.T.37,val,
11827,8cbm.T.38,val,
11828,8cbm.T.39,val,
11829,8cbm.T.40,val,
11830,8cbm.T.41,val,
11831,8cbm.T.42,val,
11832,8cbm.T.43,val,
11833,8cbm.T.44,val,
11834,8cbm.T.45,val,
11835,8cbm.T.46,val,
11836,8cbm.T.47,val,
11837,8cbm.T.48,val,
11838,8cbm.T.49,val,
11839,8cbm.T.50,val,
11840,8cbm.T.51,val,
11841,8cbm.T.52,val,
11842,8cbm.T.53,val,
11843,8cbm.T.54,val,
11844,8cbm.T.55,val,
11845,8cbm.T.56,val,
11846,8cbm.T.57,val,
11847,8cbm.T.58,val,
11848,8cbm.T.59,val,
11849,8cbm.T.60,val,
11850,8cbm.T.61,val,
11851,8cbm.T.62,val,
11852,8cbm.T.63,val,
11853,8cbm.T.64,val,
11854,8cbm.T.65,val,
11855,8cbm.T.66,val,
11856,8cbm.T.67,val,
11857,8cbm.T.68,val,
11858,8cbm.T.69,val,"{'name': 'CDP', 'id': ['H_CDP', 501, ' ']}"
11859,8cep.a.1923,train,"{'name': 'MYN', 'id': ['H_MYN', 4, ' ']}"
11860,8cep.a.1906,train,"{'name': 'MYN', 'id': ['H_MYN', 4, ' ']}"
11861,8cep.a.1920,train,"{'name': 'MYN', 'id': ['H_MYN', 4, ' ']}"
11862,8cep.a.1913,train,
11863,8cep.a.1918,train,
11864,8cep.a.1915,train,
11865,8cep.a.1925,train,"{'name': 'MYN', 'id': ['H_MYN', 4, ' ']}"
11866,8cep.a.1907,train,
11867,8cep.a.1930,train,"{'name': 'MYN', 'id': ['H_MYN', 4, ' ']}"
11868,8cep.a.1934,train,
11869,8cep.a.1908,train,
11870,8cep.a.1926,train,
11871,8cep.a.1914,train,"{'name': 'MYN', 'id': ['H_MYN', 4, ' ']}"
11872,8cep.a.1909,train,
11873,8cep.a.1911,train,
11874,8cep.a.1910,train,
11875,8cep.a.1931,train,"{'name': 'MYN', 'id': ['H_MYN', 4, ' ']}"
11876,8cep.a.1912,train,
11877,8cep.a.1922,train,
11878,8cep.a.1924,train,"{'name': 'MYN', 'id': ['H_MYN', 4, ' ']}"
11879,8cep.a.1928,train,
11880,8cep.a.1919,train,
11881,8cep.a.1917,train,
11882,8cep.a.1929,train,"{'name': 'MYN', 'id': ['H_MYN', 4, ' ']}"
11883,8cep.a.1933,train,
11884,8cep.a.1927,train,
11885,8cep.a.1932,train,
11886,8cep.a.1921,train,"{'name': 'MYN', 'id': ['H_MYN', 4, ' ']}"
11887,8cep.a.1905,train,
11888,8cep.a.1916,train,
11889,8cep.a.1935,train,
11890,8dg5.E.3,train,"{'name': 'U5P', 'id': ['H_U5P', 101, ' ']}"
11891,8dg5.E.2,train,"{'name': 'U5P', 'id': ['H_U5P', 101, ' ']}"
11892,8dg5.E.4,train,
11893,8dg5.E.5,train,
11894,8dg5.E.6,train,
11895,8dg5.E.7,train,
11896,8dg5.E.8,train,
11897,8dg5.E.9,train,
11898,8dg5.E.10,train,
11899,8dg5.E.11,train,
11900,8dg5.E.12,train,
11901,8dg5.E.13,train,
11902,8dg5.E.14,train,
11903,8dg5.E.15,train,
11904,8dg5.E.16,train,
11905,8dg5.E.17,train,
11906,8dg5.E.18,train,
11907,8dg5.E.19,train,
11908,8dg5.E.20,train,
11909,8dg5.E.21,train,
11910,8dg5.E.22,train,
11911,8dg5.E.23,train,
11912,8dg5.E.24,train,
11913,8dg5.E.25,train,
11914,8dg5.E.36,train,
11915,8dg5.E.35,train,
11916,8dg5.E.37,train,
11917,8dg5.E.38,train,
11918,8dg5.E.39,train,
11919,8dg5.E.40,train,
11920,8dg5.E.41,train,
11921,8dg5.E.42,train,
11922,8dg5.E.43,train,
11923,8dg5.E.44,train,
11924,8dg5.E.45,train,
11925,8dg5.E.46,train,
11926,8dg5.E.47,train,
11927,8dg5.E.48,train,
11928,8dg5.E.49,train,
11929,8dg5.E.50,train,
11930,8dg5.E.51,train,"{'name': 'U5P', 'id': ['H_U5P', 101, ' ']}"
11931,8dg5.E.52,train,
11932,8dg5.E.53,train,
11933,8dg5.E.54,train,
11934,8dg5.E.55,train,
11935,8dg5.E.56,train,
11936,8dg5.E.57,train,
11937,8dg5.E.58,train,
11938,8dg5.E.59,train,
11939,8dg5.E.60,train,
11940,8ej3.R.15,test,
11941,8ej3.R.14,test,
11942,8ej3.R.16,test,
11943,8ej3.R.17,test,
11944,8ej3.R.18,test,
11945,8ej3.R.19,test,
11946,8ej3.R.20,test,
11947,8ej3.R.21,test,
11948,8ej3.R.22,test,
11949,8ej3.R.23,test,
11950,8ej3.R.24,test,
11951,8ej3.R.25,test,
11952,8ej3.R.26,test,
11953,8ej3.R.27,test,
11954,8ej3.R.28,test,
11955,8ej3.R.29,test,
11956,8ej3.R.30,test,"{'name': 'G2P', 'id': ['H_G2P', 1201, ' ']}"
11957,8f5g.D.10,test,
11958,8f5g.D.19,test,
11959,8f5g.D.20,test,
11960,8f5g.D.9,test,
11961,8f5g.D.8,test,
11962,8f5g.D.13,test,
11963,8f5g.D.7,test,
11964,8f5g.D.11,test,
11965,8f5g.D.17,test,
11966,8f5g.D.18,test,
11967,8f5g.D.16,test,
11968,8f5g.D.2,test,
11969,8f5g.D.14,test,
11970,8f5g.D.23,test,
11971,8f5g.D.24,test,
11972,8f5g.D.1,test,
11973,8f5g.D.26,test,
11974,8f5g.D.5,test,
11975,8f5g.D.22,test,
11976,8f5g.D.4,test,
11977,8f5g.D.25,test,
11978,8f5g.D.21,test,
11979,8f5g.D.15,test,
11980,8f5g.D.12,test,
11981,8f5g.D.6,test,"{'name': 'MSE', 'id': ['H_MSE', 116, ' ']}"
11982,8f5g.D.3,test,
11983,8fkr.L3.5063,test,
11984,8fkr.L3.4902,test,
11985,8fkr.L3.4670,test,
11986,8fkr.L3.4895,test,
11987,8fkr.L3.4575,test,
11988,8fkr.L3.4703,test,
11989,8fkr.L3.4909,test,
11990,8fkr.L3.4475,test,
11991,8fkr.L3.4676,test,
11992,8fkr.L3.4933,test,
11993,8fkr.L3.5013,test,
11994,8fkr.L3.4716,test,
11995,8fkr.L3.4674,test,
11996,8fkr.L3.4948,test,
11997,8fkr.L3.3892,test,
11998,8fkr.L3.4593,test,
11999,8fkr.L3.4577,test,
12000,8fkr.L3.4599,test,
12001,8fkr.L3.4704,test,
12002,8fkr.L3.4915,test,
12003,8fkr.L3.4616,test,
12004,8fkr.L3.4729,test,
12005,8fkr.L3.5069,test,
12006,8fkr.L3.4663,test,
12007,8fkr.L3.4605,test,
12008,8fkr.L3.4747,test,
12009,8fkr.L3.4869,test,
12010,8fkr.L3.4644,test,
12011,8fkr.L3.4654,test,
12012,8fkr.L3.4480,test,
12013,8fkr.L3.5014,test,
12014,8fkr.L3.4969,test,
12015,8fkr.L3.3894,test,
12016,8fkr.L3.4982,test,
12017,8fkr.L3.4754,test,
12018,8fkr.L3.4662,test,
12019,8fkr.L3.4884,test,
12020,8fkr.L3.5016,test,
12021,8fkr.L3.4983,test,
12022,8fkr.L3.4727,test,
12023,8fkr.L3.4617,test,
12024,8fkr.L3.4883,test,
12025,8fkr.L3.4763,test,
12026,8fkr.L3.4901,test,
12027,8fkr.L3.4923,test,
12028,8fkr.L3.4771,test,
12029,8fkr.L3.4484,test,
12030,8fkr.L3.5059,test,
12031,8fkr.L3.4602,test,
12032,8fkr.L3.4661,test,
12033,8fkr.L3.4726,test,
12034,8fkr.L3.4615,test,
12035,8fkr.L3.4944,test,
12036,8fkr.L3.4598,test,
12037,8fkr.L3.3895,test,
12038,8fkr.L3.4974,test,
12039,8fkr.L3.4641,test,
12040,8fkr.L3.4646,test,
12041,8fkr.L3.5064,test,
12042,8fkr.L3.4735,test,
12043,8fkr.L3.4745,test,
12044,8fkr.L3.5036,test,
12045,8fkr.L3.4684,test,
12046,8fkr.L3.4975,test,
12047,8fkr.L3.4877,test,
12048,8fkr.L3.5003,test,
12049,8fkr.L3.4569,test,
12050,8fkr.L3.4758,test,
12051,8fkr.L3.4755,test,
12052,8fkr.L3.5067,test,
12053,8fkr.L3.4936,test,
12054,8fkr.L3.4473,test,
12055,8fkr.L3.4664,test,
12056,8fkr.L3.4710,test,
12057,8fkr.L3.5058,test,
12058,8fkr.L3.4478,test,
12059,8fkr.L3.4677,test,
12060,8fkr.L3.4770,test,
12061,8fkr.L3.4896,test,
12062,8fkr.L3.4939,test,
12063,8fkr.L3.4956,test,
12064,8fkr.L3.4767,test,
12065,8fkr.L3.4718,test,
12066,8fkr.L3.4678,test,
12067,8fkr.L3.4633,test,
12068,8fkr.L3.4692,test,
12069,8fkr.L3.4861,test,
12070,8fkr.L3.4565,test,
12071,8fkr.L3.4708,test,
12072,8fkr.L3.4744,test,
12073,8fkr.L3.4693,test,
12074,8fkr.L3.5051,test,
12075,8fkr.L3.4888,test,
12076,8fkr.L3.5015,test,
12077,8fkr.L3.4695,test,
12078,8fkr.L3.5039,test,
12079,8fkr.L3.4942,test,
12080,8fkr.L3.4916,test,
12081,8fkr.L3.4566,test,
12082,8fkr.L3.4965,test,
12083,8fkr.L3.4741,test,
12084,8fkr.L3.4986,test,
12085,8fkr.L3.4645,test,
12086,8fkr.L3.5038,test,
12087,8fkr.L3.4711,test,
12088,8fkr.L3.4482,test,
12089,8fkr.L3.4738,test,
12090,8fkr.L3.4926,test,
12091,8fkr.L3.4590,test,
12092,8fkr.L3.4719,test,
12093,8fkr.L3.4634,test,
12094,8fkr.L3.4862,test,
12095,8fkr.L3.3893,test,
12096,8fkr.L3.4564,test,
12097,8fkr.L3.4636,test,
12098,8fkr.L3.4867,test,
12099,8fkr.L3.4682,test,
12100,8fkr.L3.5057,test,
12101,8fkr.L3.4717,test,
12102,8fkr.L3.4978,test,
